event,fighter_name,opponent_name,weightclass,method,round,time,time_format,details,outcome
UFC 137: Penn vs Diaz,Brandon Vera,Eliot Marshall,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Hagen 28 - 29.Junichiro Kamijo 28 - 29.Cecil Peoples 28 - 29.,Win
UFC 137: Penn vs Diaz,Eliot Marshall,Brandon Vera,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Hagen 28 - 29.Junichiro Kamijo 28 - 29.Cecil Peoples 28 - 29.,Loss
UFC 137: Penn vs Diaz,Ramsey Nijem,Danny Downes,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 25 - 30.Patricia Morse-Jarman 26 - 30.Mark Smith 27 - 30.,Win
UFC 137: Penn vs Diaz,Danny Downes,Ramsey Nijem,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 25 - 30.Patricia Morse-Jarman 26 - 30.Mark Smith 27 - 30.,Loss
UFC 137: Penn vs Diaz,Chris Camozzi,Francis Carmont,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tony Weeks 26 - 30.Cecil Peoples 27 - 30.Roy Silbert 27 - 30.,Loss
UFC 137: Penn vs Diaz,Francis Carmont,Chris Camozzi,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tony Weeks 26 - 30.Cecil Peoples 27 - 30.Roy Silbert 27 - 30.,Win
UFC 137: Penn vs Diaz,Dustin Jacoby,Clifford Starks,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Patricia Morse-Jarman 27 - 30.Junichiro Kamijo 27 - 30.Glenn Trowbridge 27 - 30.,Loss
UFC 137: Penn vs Diaz,Clifford Starks,Dustin Jacoby,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Patricia Morse-Jarman 27 - 30.Junichiro Kamijo 27 - 30.Glenn Trowbridge 27 - 30.,Win
UFC 136: Edgar vs Maynard 3,Frankie Edgar,Gray Maynard,UFC Lightweight Title Bout,KO/TKO,4,3:54,5 Rnd (5-5-5-5-5),Punches to Head At Distance,Win
UFC 136: Edgar vs Maynard 3,Gray Maynard,Frankie Edgar,UFC Lightweight Title Bout,KO/TKO,4,3:54,5 Rnd (5-5-5-5-5),Punches to Head At Distance,Loss
UFC 136: Edgar vs Maynard 3,Jose Aldo,Kenny Florian,UFC Featherweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Doug Crosby 46 - 49.Nelson Hamilton 46 - 49.Cecil Peoples 46 - 49.,Win
UFC 136: Edgar vs Maynard 3,Kenny Florian,Jose Aldo,UFC Featherweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Doug Crosby 46 - 49.Nelson Hamilton 46 - 49.Cecil Peoples 46 - 49.,Loss
UFC 136: Edgar vs Maynard 3,Chael Sonnen,Brian Stann,Middleweight Bout,Submission,2,3:51,3 Rnd (5-5-5),Arm Triangle From Side Control,Win
UFC 136: Edgar vs Maynard 3,Brian Stann,Chael Sonnen,Middleweight Bout,Submission,2,3:51,3 Rnd (5-5-5),Arm Triangle From Side Control,Loss
UFC 136: Edgar vs Maynard 3,Leonard Garcia,Nam Phan,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Danny De Alejandro 28 - 29.Dan Mathisen 28 - 29.Charles Phillips 28 - 29.,Loss
UFC 136: Edgar vs Maynard 3,Nam Phan,Leonard Garcia,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Danny De Alejandro 28 - 29.Dan Mathisen 28 - 29.Charles Phillips 28 - 29.,Win
UFC 136: Edgar vs Maynard 3,Melvin Guillard,Joe Lauzon,Lightweight Bout,Submission,1,0:47,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC 136: Edgar vs Maynard 3,Joe Lauzon,Melvin Guillard,Lightweight Bout,Submission,1,0:47,3 Rnd (5-5-5),Rear Naked Choke,Win
UFC 136: Edgar vs Maynard 3,Demian Maia,Jorge Santiago,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nelson Hamilton 27 - 30.Dan Mathisen 27 - 30.Charles Phillips 27 - 30.,Win
UFC 136: Edgar vs Maynard 3,Jorge Santiago,Demian Maia,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nelson Hamilton 27 - 30.Dan Mathisen 27 - 30.Charles Phillips 27 - 30.,Loss
UFC 136: Edgar vs Maynard 3,Anthony Pettis,Jeremy Stephens,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Doug Crosby 28 - 29.Charles Phillips 29 - 28.Danny De Alejandro 28 - 29.,Win
UFC 136: Edgar vs Maynard 3,Jeremy Stephens,Anthony Pettis,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Doug Crosby 28 - 29.Charles Phillips 29 - 28.Danny De Alejandro 28 - 29.,Loss
UFC 136: Edgar vs Maynard 3,Joey Beltran,Stipe Miocic,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Mathisen 28 - 29.Danny De Alejandro 27 - 30.Charles Phillips 28 - 29.,Loss
UFC 136: Edgar vs Maynard 3,Stipe Miocic,Joey Beltran,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Mathisen 28 - 29.Danny De Alejandro 27 - 30.Charles Phillips 28 - 29.,Win
UFC 136: Edgar vs Maynard 3,Zhang Tiequan,Darren Elkins,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Danny De Alejandro 27 - 30.Dan Mathisen 26 - 30.Charles Phillips 27 - 30.,Loss
UFC 136: Edgar vs Maynard 3,Darren Elkins,Zhang Tiequan,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Danny De Alejandro 27 - 30.Dan Mathisen 26 - 30.Charles Phillips 27 - 30.,Win
UFC 136: Edgar vs Maynard 3,Aaron Simpson,Eric Schafer,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),David Lassiter 27 - 30.Dan Mathisen 27 - 30.Charles Phillips 27 - 30.,Win
UFC 136: Edgar vs Maynard 3,Eric Schafer,Aaron Simpson,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),David Lassiter 27 - 30.Dan Mathisen 27 - 30.Charles Phillips 27 - 30.,Loss
UFC 136: Edgar vs Maynard 3,Steve Cantwell,Mike Massenzio,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Danny De Alejandro 28 - 29.Charles Phillips 27 - 30.David Lassiter 28 - 29.,Loss
UFC 136: Edgar vs Maynard 3,Mike Massenzio,Steve Cantwell,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Danny De Alejandro 28 - 29.Charles Phillips 27 - 30.David Lassiter 28 - 29.,Win
UFC Live: Cruz vs Johnson,Dominick Cruz,Demetrious Johnson,UFC Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Richard Bertrand 45 - 50.Cardo Urso 46 - 49.Jeff Blatnick 45 - 50.,Win
UFC Live: Cruz vs Johnson,Demetrious Johnson,Dominick Cruz,UFC Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Richard Bertrand 45 - 50.Cardo Urso 46 - 49.Jeff Blatnick 45 - 50.,Loss
UFC Live: Cruz vs Johnson,Pat Barry,Stefan Struve,Heavyweight Bout,Submission,2,3:22,3 Rnd (5-5-5),Triangle Choke On Ground,Loss
UFC Live: Cruz vs Johnson,Stefan Struve,Pat Barry,Heavyweight Bout,Submission,2,3:22,3 Rnd (5-5-5),Triangle Choke On Ground,Win
UFC Live: Cruz vs Johnson,Anthony Johnson,Charlie Brenneman,Welterweight Bout,KO/TKO,1,2:49,3 Rnd (5-5-5),Kick to Head At Distance,Win
UFC Live: Cruz vs Johnson,Charlie Brenneman,Anthony Johnson,Welterweight Bout,KO/TKO,1,2:49,3 Rnd (5-5-5),Kick to Head At Distance,Loss
UFC Live: Cruz vs Johnson,Matt Wiman,Mac Danzig,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),28 - 29.28 - 29.28 - 29.,Win
UFC Live: Cruz vs Johnson,Mac Danzig,Matt Wiman,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),28 - 29.28 - 29.28 - 29.,Loss
UFC Live: Cruz vs Johnson,Yves Edwards,Rafaello Oliveira,Lightweight Bout,KO/TKO,2,2:44,3 Rnd (5-5-5),Kick to Head At Distance,Win
UFC Live: Cruz vs Johnson,Rafaello Oliveira,Yves Edwards,Lightweight Bout,KO/TKO,2,2:44,3 Rnd (5-5-5),Kick to Head At Distance,Loss
UFC Live: Cruz vs Johnson,Michael Johnson,Paul Sass,Lightweight Bout,Submission,1,3:00,3 Rnd (5-5-5),Heel Hook On Ground,Loss
UFC Live: Cruz vs Johnson,Paul Sass,Michael Johnson,Lightweight Bout,Submission,1,3:00,3 Rnd (5-5-5),Heel Hook On Ground,Win
UFC Live: Cruz vs Johnson,Mike Easton,Byron Bloodworth,Bantamweight Bout,KO/TKO,2,4:52,3 Rnd (5-5-5),Knee to Body In Clinch,Win
UFC Live: Cruz vs Johnson,Byron Bloodworth,Mike Easton,Bantamweight Bout,KO/TKO,2,4:52,3 Rnd (5-5-5),Knee to Body In Clinch,Loss
UFC Live: Cruz vs Johnson,Shane Roller,TJ Grant,Lightweight Bout,Submission,3,2:12,3 Rnd (5-5-5),Armbar From Bottom Guard,Loss
UFC Live: Cruz vs Johnson,TJ Grant,Shane Roller,Lightweight Bout,Submission,3,2:12,3 Rnd (5-5-5),Armbar From Bottom Guard,Win
UFC Live: Cruz vs Johnson,Josh Neer,Keith Wisniewski,Welterweight Bout,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Facial Cut,Win
UFC Live: Cruz vs Johnson,Keith Wisniewski,Josh Neer,Welterweight Bout,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Facial Cut,Loss
UFC Live: Cruz vs Johnson,Walel Watson,Joseph Sandoval,Bantamweight Bout,KO/TKO,1,1:17,3 Rnd (5-5-5),Punches to Head At Distance,Win
UFC Live: Cruz vs Johnson,Joseph Sandoval,Walel Watson,Bantamweight Bout,KO/TKO,1,1:17,3 Rnd (5-5-5),Punches to Head At Distance,Loss
UFC 135: Jones vs Rampage,Jon Jones,Quinton Jackson,UFC Light Heavyweight Title Bout,Submission,4,1:14,5 Rnd (5-5-5-5-5),Rear Naked Choke,Win
UFC 135: Jones vs Rampage,Quinton Jackson,Jon Jones,UFC Light Heavyweight Title Bout,Submission,4,1:14,5 Rnd (5-5-5-5-5),Rear Naked Choke,Loss
UFC 135: Jones vs Rampage,Matt Hughes,Josh Koscheck,Welterweight Bout,KO/TKO,1,4:59,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC 135: Jones vs Rampage,Josh Koscheck,Matt Hughes,Welterweight Bout,KO/TKO,1,4:59,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC 135: Jones vs Rampage,Ben Rothwell,Mark Hunt,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nelson Hamilton 28 - 29.Cecil Peoples 27 - 29.Mark Van Tine 27 - 30.,Loss
UFC 135: Jones vs Rampage,Mark Hunt,Ben Rothwell,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nelson Hamilton 28 - 29.Cecil Peoples 27 - 29.Mark Van Tine 27 - 30.,Win
UFC 135: Jones vs Rampage,Travis Browne,Rob Broughton,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Cecil Peoples 27 - 30.Mark Van Tine 27 - 30.Tony Weeks 27 - 30.,Win
UFC 135: Jones vs Rampage,Rob Broughton,Travis Browne,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Cecil Peoples 27 - 30.Mark Van Tine 27 - 30.Tony Weeks 27 - 30.,Loss
UFC 135: Jones vs Rampage,Nate Diaz,Takanori Gomi,Lightweight Bout,Submission,1,4:27,3 Rnd (5-5-5),Armbar From Bottom,Win
UFC 135: Jones vs Rampage,Takanori Gomi,Nate Diaz,Lightweight Bout,Submission,1,4:27,3 Rnd (5-5-5),Armbar From Bottom,Loss
UFC 135: Jones vs Rampage,Tony Ferguson,Aaron Riley,Lightweight Bout,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),Jaw Injury,Win
UFC 135: Jones vs Rampage,Aaron Riley,Tony Ferguson,Lightweight Bout,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),Jaw Injury,Loss
UFC 135: Jones vs Rampage,Nick Ring,Tim Boetsch,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Curtis Thrasher 28 - 29.Mark Van Tine 28 - 29.Cecil Peoples 27 - 30.,Loss
UFC 135: Jones vs Rampage,Tim Boetsch,Nick Ring,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Curtis Thrasher 28 - 29.Mark Van Tine 28 - 29.Cecil Peoples 27 - 30.,Win
UFC 135: Jones vs Rampage,Junior Assuncao,Eddie Yagin,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Cecil Peoples 26 - 30.Curtis Thrasher 26 - 30.Tony Weeks 27 - 30.,Win
UFC 135: Jones vs Rampage,Eddie Yagin,Junior Assuncao,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Cecil Peoples 26 - 30.Curtis Thrasher 26 - 30.Tony Weeks 27 - 30.,Loss
UFC 135: Jones vs Rampage,Takeya Mizugaki,Cole Escovedo,Bantamweight Bout,KO/TKO,2,4:30,3 Rnd (5-5-5),Punches to Head In Clinch,Win
UFC 135: Jones vs Rampage,Cole Escovedo,Takeya Mizugaki,Bantamweight Bout,KO/TKO,2,4:30,3 Rnd (5-5-5),Punches to Head In Clinch,Loss
UFC 135: Jones vs Rampage,James Te Huna,Ricardo Romero,Light Heavyweight Bout,KO/TKO,1,0:47,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC 135: Jones vs Rampage,Ricardo Romero,James Te Huna,Light Heavyweight Bout,KO/TKO,1,0:47,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC Fight Night: Shields vs Ellenberger,Jake Shields,Jake Ellenberger,Welterweight Bout,KO/TKO,1,0:53,3 Rnd (5-5-5),Knee to Head In Clinch,Loss
UFC Fight Night: Shields vs Ellenberger,Jake Ellenberger,Jake Shields,Welterweight Bout,KO/TKO,1,0:53,3 Rnd (5-5-5),Knee to Head In Clinch,Win
UFC Fight Night: Shields vs Ellenberger,Court McGee,Dongi Yang,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 27 - 30.Sal D'amato 28 - 29.Jeff Blatnick 28 - 30.,Win
UFC Fight Night: Shields vs Ellenberger,Dongi Yang,Court McGee,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 27 - 30.Sal D'amato 28 - 29.Jeff Blatnick 28 - 30.,Loss
UFC Fight Night: Shields vs Ellenberger,Jonathan Brookins,Erik Koch,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Richard Bertrand 27 - 30.Doug Crosby 28 - 29.Robbie Scheuermann 27 - 30.,Loss
UFC Fight Night: Shields vs Ellenberger,Erik Koch,Jonathan Brookins,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Richard Bertrand 27 - 30.Doug Crosby 28 - 29.Robbie Scheuermann 27 - 30.,Win
UFC Fight Night: Shields vs Ellenberger,Alan Belcher,Jason MacDonald,Middleweight Bout,KO/TKO,1,3:48,3 Rnd (5-5-5),Punches to Head On GroundSubmission to Strikes,Win
UFC Fight Night: Shields vs Ellenberger,Jason MacDonald,Alan Belcher,Middleweight Bout,KO/TKO,1,3:48,3 Rnd (5-5-5),Punches to Head On GroundSubmission to Strikes,Loss
UFC Fight Night: Shields vs Ellenberger,Cody McKenzie,Vagner Rocha,Lightweight Bout,Submission,2,3:49,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC Fight Night: Shields vs Ellenberger,Vagner Rocha,Cody McKenzie,Lightweight Bout,Submission,2,3:49,3 Rnd (5-5-5),Rear Naked Choke,Win
UFC Fight Night: Shields vs Ellenberger,Evan Dunham,Shamar Bailey,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 27 - 30.Chris Lee 27 - 30.Gabe Barahona 27 - 30.,Win
UFC Fight Night: Shields vs Ellenberger,Shamar Bailey,Evan Dunham,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 27 - 30.Chris Lee 27 - 30.Gabe Barahona 27 - 30.,Loss
UFC Fight Night: Shields vs Ellenberger,Matthew Riddle,Lance Benoist,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Richard Bertrand 28 - 29.Jeff Blatnick 28 - 29.Sal D'amato 28 - 29.,Loss
UFC Fight Night: Shields vs Ellenberger,Lance Benoist,Matthew Riddle,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Richard Bertrand 28 - 29.Jeff Blatnick 28 - 29.Sal D'amato 28 - 29.,Win
UFC Fight Night: Shields vs Ellenberger,Ken Stone,Donny Walker,Bantamweight Bout,Submission,1,2:40,3 Rnd (5-5-5),Rear Naked ChokeTechnical Submission,Win
UFC Fight Night: Shields vs Ellenberger,Donny Walker,Ken Stone,Bantamweight Bout,Submission,1,2:40,3 Rnd (5-5-5),Rear Naked ChokeTechnical Submission,Loss
UFC Fight Night: Shields vs Ellenberger,Clay Harvison,Seth Baczynski,Welterweight Bout,Submission,2,1:12,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC Fight Night: Shields vs Ellenberger,Seth Baczynski,Clay Harvison,Welterweight Bout,Submission,2,1:12,3 Rnd (5-5-5),Rear Naked Choke,Win
UFC Fight Night: Shields vs Ellenberger,TJ Waldburger,Mike Stumpf,Welterweight Bout,Submission,1,3:52,3 Rnd (5-5-5),Triangle Choke On Ground,Win
UFC Fight Night: Shields vs Ellenberger,Mike Stumpf,TJ Waldburger,Welterweight Bout,Submission,1,3:52,3 Rnd (5-5-5),Triangle Choke On Ground,Loss
UFC Fight Night: Shields vs Ellenberger,Robert Peralta,Mike Lullo,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 27 - 30.Robbie Scheuermann 27 - 30.Richard Bertrand 28 - 29.,Win
UFC Fight Night: Shields vs Ellenberger,Mike Lullo,Robert Peralta,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 27 - 30.Robbie Scheuermann 27 - 30.Richard Bertrand 28 - 29.,Loss
UFC Fight Night: Shields vs Ellenberger,Justin Edwards,Jorge Lopez,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gabe Barahona 28 - 29.Jeff Blatnick 28 - 29.Sal D'amato 28 - 29.,Win
UFC Fight Night: Shields vs Ellenberger,Jorge Lopez,Justin Edwards,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gabe Barahona 28 - 29.Jeff Blatnick 28 - 29.Sal D'amato 28 - 29.,Loss
UFC 134: Silva vs Okami,Anderson Silva,Yushin Okami,UFC Middleweight Title Bout,KO/TKO,2,2:04,5 Rnd (5-5-5-5-5),Punches to Head On Ground,Win
UFC 134: Silva vs Okami,Yushin Okami,Anderson Silva,UFC Middleweight Title Bout,KO/TKO,2,2:04,5 Rnd (5-5-5-5-5),Punches to Head On Ground,Loss
UFC 134: Silva vs Okami,Mauricio Rua,Forrest Griffin,Light Heavyweight Bout,KO/TKO,1,1:53,3 Rnd (5-5-5),Punches to Head From Half Guard,Win
UFC 134: Silva vs Okami,Forrest Griffin,Mauricio Rua,Light Heavyweight Bout,KO/TKO,1,1:53,3 Rnd (5-5-5),Punches to Head From Half Guard,Loss
UFC 134: Silva vs Okami,Ross Pearson,Edson Barboza,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Lee 28 - 29.Paul Sutherland 29 - 28.Andy Roberts 28 - 29.,Loss
UFC 134: Silva vs Okami,Edson Barboza,Ross Pearson,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Lee 28 - 29.Paul Sutherland 29 - 28.Andy Roberts 28 - 29.,Win
UFC 134: Silva vs Okami,Antonio Rodrigo Nogueira,Brendan Schaub,Heavyweight Bout,KO/TKO,1,3:09,3 Rnd (5-5-5),Punches to Head At Distance,Win
UFC 134: Silva vs Okami,Brendan Schaub,Antonio Rodrigo Nogueira,Heavyweight Bout,KO/TKO,1,3:09,3 Rnd (5-5-5),Punches to Head At Distance,Loss
UFC 134: Silva vs Okami,Luiz Cane,Stanislav Nedkov,Light Heavyweight Bout,KO/TKO,1,4:13,3 Rnd (5-5-5),Punches to Head At Distance,Loss
UFC 134: Silva vs Okami,Stanislav Nedkov,Luiz Cane,Light Heavyweight Bout,KO/TKO,1,4:13,3 Rnd (5-5-5),Punches to Head At Distance,Win
UFC 134: Silva vs Okami,Thiago Tavares,Spencer Fisher,Lightweight Bout,KO/TKO,2,2:51,3 Rnd (5-5-5),Punches to Head From Mount,Win
UFC 134: Silva vs Okami,Spencer Fisher,Thiago Tavares,Lightweight Bout,KO/TKO,2,2:51,3 Rnd (5-5-5),Punches to Head From Mount,Loss
UFC 134: Silva vs Okami,Rousimar Palhares,Dan Miller,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Andy Roberts 27 - 29.Chris Lee 27 - 30.Doug Crosby 25 - 30.,Win
UFC 134: Silva vs Okami,Dan Miller,Rousimar Palhares,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Andy Roberts 27 - 29.Chris Lee 27 - 30.Doug Crosby 25 - 30.,Loss
UFC 134: Silva vs Okami,Paulo Thiago,David Mitchell,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 27 - 30.Andy Roberts 27 - 30.Paul Sutherland 27 - 30.,Win
UFC 134: Silva vs Okami,David Mitchell,Paulo Thiago,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 27 - 30.Andy Roberts 27 - 30.Paul Sutherland 27 - 30.,Loss
UFC 134: Silva vs Okami,Raphael Assuncao,Johnny Eduardo,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 27 - 30.Chris Lee 27 - 30.Paul Sutherland 27 - 30.,Win
UFC 134: Silva vs Okami,Johnny Eduardo,Raphael Assuncao,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 27 - 30.Chris Lee 27 - 30.Paul Sutherland 27 - 30.,Loss
UFC 134: Silva vs Okami,Erick Silva,Luis Ramos,Welterweight Bout,KO/TKO,1,0:40,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC 134: Silva vs Okami,Luis Ramos,Erick Silva,Welterweight Bout,KO/TKO,1,0:40,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC 134: Silva vs Okami,Iuri Alcantara,Felipe Arantes,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Paul Sutherland 27 - 30.Sal D'amato 27 - 30.Chris Lee 28 - 29.,Win
UFC 134: Silva vs Okami,Felipe Arantes,Iuri Alcantara,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Paul Sutherland 27 - 30.Sal D'amato 27 - 30.Chris Lee 28 - 29.,Loss
UFC 134: Silva vs Okami,Yves Jabouin,Ian Loveland,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Andy Roberts 30 - 27.Doug Crosby 28 - 29.Chris Lee 28 - 29.,Win
UFC 134: Silva vs Okami,Ian Loveland,Yves Jabouin,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Andy Roberts 30 - 27.Doug Crosby 28 - 29.Chris Lee 28 - 29.,Loss
UFC Live: Hardy vs Lytle,Dan Hardy,Chris Lytle,Welterweight Bout,Submission,3,4:16,3 Rnd (5-5-5),Guillotine Choke From Mount,Loss
UFC Live: Hardy vs Lytle,Chris Lytle,Dan Hardy,Welterweight Bout,Submission,3,4:16,3 Rnd (5-5-5),Guillotine Choke From Mount,Win
UFC Live: Hardy vs Lytle,Jim Miller,Benson Henderson,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Otto Torriero 27 - 30.Rick Winter 28 - 29.Chris Lee 26 - 30.,Loss
UFC Live: Hardy vs Lytle,Benson Henderson,Jim Miller,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Otto Torriero 27 - 30.Rick Winter 28 - 29.Chris Lee 26 - 30.,Win
UFC Live: Hardy vs Lytle,Donald Cerrone,Charles Oliveira,Lightweight Bout,KO/TKO,1,3:01,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC Live: Hardy vs Lytle,Charles Oliveira,Donald Cerrone,Lightweight Bout,KO/TKO,1,3:01,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC Live: Hardy vs Lytle,Amir Sadollah,Duane Ludwig,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Otto Torriero 28 - 29.Chris Lee 28 - 29.Rick Winter 28 - 29.,Loss
UFC Live: Hardy vs Lytle,Duane Ludwig,Amir Sadollah,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Otto Torriero 28 - 29.Chris Lee 28 - 29.Rick Winter 28 - 29.,Win
UFC Live: Hardy vs Lytle,CB Dollaway,Jared Hamman,Middleweight Bout,KO/TKO,2,3:38,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC Live: Hardy vs Lytle,Jared Hamman,CB Dollaway,Middleweight Bout,KO/TKO,2,3:38,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC Live: Hardy vs Lytle,Joseph Benavidez,Eddie Wineland,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 27 - 30.Otto Torriero 27 - 30.Rick Winter 27 - 30.,Win
UFC Live: Hardy vs Lytle,Eddie Wineland,Joseph Benavidez,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 27 - 30.Otto Torriero 27 - 30.Rick Winter 27 - 30.,Loss
UFC Live: Hardy vs Lytle,Ed Herman,Kyle Noke,Middleweight Bout,Submission,1,4:15,3 Rnd (5-5-5),Heel Hook On Ground,Win
UFC Live: Hardy vs Lytle,Kyle Noke,Ed Herman,Middleweight Bout,Submission,1,4:15,3 Rnd (5-5-5),Heel Hook On Ground,Loss
UFC Live: Hardy vs Lytle,Ronny Markes,Karlos Vemola,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 27 - 30.Otto Torriero 27 - 30.Rick Winter 27 - 30.,Win
UFC Live: Hardy vs Lytle,Karlos Vemola,Ronny Markes,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 27 - 30.Otto Torriero 27 - 30.Rick Winter 27 - 30.,Loss
UFC Live: Hardy vs Lytle,Jimy Hettes,Alex Caceres,Featherweight Bout,Submission,2,3:12,3 Rnd (5-5-5),Rear Naked Choke,Win
